CustomerID,Gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03639,Male,0,47,No,DSL,Month-to-month,Mailed check,70.99,3301.19,No
CUST-03640,Male,0,41,No,Fiber optic,Month-to-month,Mailed check,24.44,876.85,No
CUST-03641,Female,0,11,Yes,No,Month-to-month,Credit card (automatic),68.98,703.73,No
CUST-03642,Female,1,17,Yes,Fiber optic,One year,Electronic check,57.37,847.59,No
CUST-03643,Male,0,58,Yes,DSL,Month-to-month,Mailed check,30.97,1760.05,No
CUST-03644,Male,0,45,No,No,Two year,Bank transfer (automatic),34.65,1540.74,No
CUST-03645,Female,0,36,No,No,Month-to-month,Mailed check,94.72,3150.46,No
CUST-03646,Male,0,20,No,No,Two year,Credit card (automatic),58.65,1129.29,No
CUST-03647,Male,0,53,No,Fiber optic,Two year,Electronic check,89.42,4211.89,No
CUST-03648,Female,1,66,Yes,Fiber optic,Month-to-month,Electronic check,74.29,4606.45,No
CUST-03649,Male,1,65,Yes,Fiber optic,One year,Bank transfer (automatic),104.37,5854.21,No
CUST-03650,Female,0,38,No,Fiber optic,One year,Bank transfer (automatic),89.23,3268.03,No
CUST-03651,Male,0,69,No,Fiber optic,Month-to-month,Credit card (automatic),39.7,2410.3,No
CUST-03652,Female,0,67,No,Fiber optic,Month-to-month,Mailed check,23.23,1367.36,No
CUST-03653,Male,0,63,Yes,DSL,Month-to-month,Mailed check,114.55,7117.99,Yes
CUST-03654,Female,0,68,No,No,Month-to-month,Bank transfer (automatic),79.26,4709.98,No
CUST-03655,Female,1,56,Yes,Fiber optic,Month-to-month,Credit card (automatic),29.66,1596.35,No
CUST-03656,Female,0,17,Yes,No,Two year,Bank transfer (automatic),108.53,1658.31,No
CUST-03657,Female,1,20,No,Fiber optic,Two year,Electronic check,22.57,399.06,No
CUST-03658,Female,0,42,Yes,DSL,Two year,Credit card (automatic),83.14,3008.54,No
CUST-03659,Male,0,8,Yes,Fiber optic,Two year,Electronic check,52.02,388.91,No
CUST-03660,Male,0,49,Yes,No,One year,Electronic check,69.94,3326.9,No
CUST-03661,Male,1,60,No,No,Two year,Electronic check,71.32,3758.06,Yes
CUST-03662,Female,0,2,Yes,No,Month-to-month,Bank transfer (automatic),33.08,64.26,No
CUST-03663,Male,0,66,No,DSL,One year,Electronic check,47.24,2887.69,No
CUST-03664,Female,0,12,No,Fiber optic,Two year,Bank transfer (automatic),88.43,1046.13,No
CUST-03665,Male,0,30,No,DSL,Month-to-month,Mailed check,99.71,2751.3,Yes
CUST-03666,Female,0,47,No,No,Month-to-month,Electronic check,79.21,3377.07,No
CUST-03667,Female,1,59,No,DSL,Two year,Electronic check,75.01,4391.7,No
CUST-03668,Female,0,56,Yes,No,One year,Electronic check,38.39,1899.19,No
CUST-03669,Female,0,30,No,Fiber optic,Month-to-month,Credit card (automatic),77.39,2307.74,Yes
CUST-03670,Female,1,72,Yes,Fiber optic,Month-to-month,Mailed check,62.85,4343.83,No
CUST-03671,Male,0,41,No,Fiber optic,One year,Mailed check,98.27,3995.09,No
CUST-03672,Female,1,13,Yes,No,One year,Mailed check,113.76,1396.67,No
CUST-03673,Male,0,50,Yes,Fiber optic,One year,Mailed check,54.03,2315.53,No
CUST-03674,Female,0,56,Yes,DSL,One year,Mailed check,62.13,3123.56,No
CUST-03675,Female,0,26,Yes,DSL,Month-to-month,Bank transfer (automatic),20.54,459.6,Yes
CUST-03676,Male,0,14,No,No,Two year,Mailed check,53.84,720.67,No
CUST-03677,Male,0,6,Yes,DSL,Month-to-month,Bank transfer (automatic),85.49,510.1,No
CUST-03678,Female,0,72,Yes,DSL,Two year,Electronic check,89.43,5902.07,No
CUST-03679,Male,1,13,Yes,No,Month-to-month,Electronic check,94.43,1084.2,No
CUST-03680,Male,0,25,No,No,One year,Electronic check,42.67,950.89,No
CUST-03681,Male,0,17,No,Fiber optic,Month-to-month,Credit card (automatic),99.12,1559.25,No
CUST-03682,Male,0,1,No,No,Two year,Credit card (automatic),83.87,72.71,No
CUST-03683,Male,0,35,Yes,DSL,Two year,Electronic check,46.81,1491.71,Yes
CUST-03684,Male,0,8,No,No,One year,Mailed check,37.7,295.77,No
CUST-03685,Female,0,42,Yes,DSL,Month-to-month,Bank transfer (automatic),96.88,3523.63,No
CUST-03686,Male,0,55,Yes,Fiber optic,Month-to-month,Electronic check,68.66,3656.66,No
CUST-03687,Male,0,42,No,Fiber optic,One year,Mailed check,39.75,1609.53,No
CUST-03688,Male,0,62,No,Fiber optic,Two year,Mailed check,54.78,3158.16,No
CUST-03689,Female,0,11,No,Fiber optic,Month-to-month,Bank transfer (automatic),46.89,478.35,No
CUST-03690,Male,0,33,Yes,Fiber optic,One year,Bank transfer (automatic),93.24,3067.97,No
CUST-03691,Male,0,61,Yes,Fiber optic,Month-to-month,Mailed check,113.28,6020.88,Yes
CUST-03692,Male,0,16,Yes,Fiber optic,Month-to-month,Credit card (automatic),62.0,927.57,Yes
CUST-03693,Male,0,36,No,Fiber optic,Month-to-month,Electronic check,57.88,1916.29,Yes
CUST-03694,Male,0,46,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),64.82,2550.78,Yes
CUST-03695,Male,0,58,No,DSL,Two year,Credit card (automatic),85.4,4698.79,No
CUST-03696,Male,0,69,No,DSL,One year,Mailed check,42.51,2604.7,No
CUST-03697,Female,1,17,No,Fiber optic,Month-to-month,Bank transfer (automatic),98.46,1573.05,No
CUST-03698,Male,0,32,No,Fiber optic,Month-to-month,Credit card (automatic),92.23,2823.61,No
CUST-03699,Female,0,23,No,Fiber optic,Month-to-month,Electronic check,83.2,1705.39,No
CUST-03700,Male,0,17,No,DSL,Month-to-month,Credit card (automatic),94.66,1480.89,No
CUST-03701,Male,1,29,No,Fiber optic,Two year,Credit card (automatic),112.98,2922.04,No
CUST-03702,Female,0,65,Yes,Fiber optic,One year,Credit card (automatic),38.66,2314.08,No
CUST-03703,Female,0,3,No,DSL,One year,Credit card (automatic),46.58,131.96,No
CUST-03704,Female,0,8,Yes,No,One year,Mailed check,39.27,286.72,No
CUST-03705,Male,0,33,No,DSL,One year,Credit card (automatic),42.58,1361.43,No
CUST-03706,Male,0,59,No,No,One year,Credit card (automatic),42.27,2230.86,No
CUST-03707,Female,1,55,Yes,No,One year,Electronic check,85.33,4165.21,No
CUST-03708,Female,1,60,No,DSL,Month-to-month,Bank transfer (automatic),92.91,5045.77,No
CUST-03709,Male,0,20,No,No,Two year,Bank transfer (automatic),75.93,1332.63,No
CUST-03710,Male,0,17,Yes,DSL,Two year,Credit card (automatic),119.38,1800.76,No
CUST-03711,Female,0,20,Yes,Fiber optic,Month-to-month,Mailed check,91.09,1663.03,No
CUST-03712,Female,1,7,No,No,Two year,Credit card (automatic),81.05,549.17,No
CUST-03713,Male,0,39,Yes,No,One year,Mailed check,46.02,1566.54,No
CUST-03714,Female,0,10,No,Fiber optic,One year,Bank transfer (automatic),63.92,600.07,No
CUST-03715,Female,0,41,Yes,Fiber optic,Two year,Bank transfer (automatic),25.41,924.57,No
CUST-03716,Male,1,57,No,No,Two year,Electronic check,101.61,5405.68,No
CUST-03717,Female,1,65,No,DSL,Month-to-month,Credit card (automatic),104.06,6620.1,No
CUST-03718,Female,1,62,No,Fiber optic,Month-to-month,Bank transfer (automatic),107.98,5980.29,No
CUST-03719,Female,0,28,Yes,No,One year,Bank transfer (automatic),79.75,2068.84,No
CUST-03720,Female,0,1,Yes,No,One year,Electronic check,48.12,43.86,Yes
CUST-03721,Male,0,18,Yes,DSL,One year,Electronic check,100.9,1675.94,No
CUST-03722,Male,1,4,Yes,Fiber optic,One year,Bank transfer (automatic),115.46,460.37,No
CUST-03723,Male,0,41,Yes,DSL,One year,Mailed check,49.68,1887.17,Yes
CUST-03724,Female,0,12,Yes,DSL,One year,Electronic check,51.43,598.0,Yes
CUST-03725,Male,0,1,No,DSL,Two year,Credit card (automatic),103.92,92.89,No
CUST-03726,Male,0,61,No,Fiber optic,Month-to-month,Credit card (automatic),24.72,1373.49,No
CUST-03727,Female,0,60,No,Fiber optic,Month-to-month,Bank transfer (automatic),62.71,3650.72,No
CUST-03728,Female,0,64,No,Fiber optic,Month-to-month,Credit card (automatic),112.12,6942.83,No
CUST-03729,Male,1,59,No,No,Month-to-month,Electronic check,29.03,1667.34,No
CUST-03730,Female,0,72,No,No,Two year,Bank transfer (automatic),112.23,7904.26,No
CUST-03731,Female,0,28,No,No,Month-to-month,Bank transfer (automatic),106.67,2702.32,No
CUST-03732,Male,0,16,Yes,No,Two year,Bank transfer (automatic),96.23,1472.81,No
CUST-03733,Female,1,22,Yes,DSL,Two year,Credit card (automatic),57.59,1206.75,No
CUST-03734,Female,0,17,Yes,Fiber optic,One year,Mailed check,107.0,1771.25,No
CUST-03735,Male,0,25,No,Fiber optic,Two year,Electronic check,77.96,1801.41,No
CUST-03736,Female,1,6,No,Fiber optic,Two year,Credit card (automatic),69.56,360.73,No
CUST-03737,Female,0,20,No,DSL,Month-to-month,Electronic check,73.31,1353.04,No
CUST-03738,Male,0,6,No,Fiber optic,Month-to-month,Bank transfer (automatic),103.54,611.62,Yes
CUST-03739,Female,0,14,Yes,No,Two year,Credit card (automatic),38.51,501.99,No
CUST-03740,Male,1,17,No,Fiber optic,Two year,Credit card (automatic),64.18,1052.0,No
CUST-03741,Female,0,5,No,No,Month-to-month,Credit card (automatic),45.49,203.26,Yes
CUST-03742,Female,0,20,Yes,DSL,Month-to-month,Electronic check,67.93,1341.13,No
CUST-03743,Female,0,46,No,Fiber optic,Two year,Electronic check,24.64,1127.13,No
CUST-03744,Female,0,1,Yes,DSL,Two year,Credit card (automatic),101.4,93.63,No
CUST-03745,Female,0,56,No,Fiber optic,Month-to-month,Mailed check,20.85,1166.36,No
CUST-03746,Female,1,29,Yes,No,Month-to-month,Credit card (automatic),35.74,897.11,Yes
CUST-03747,Male,0,66,No,Fiber optic,One year,Electronic check,72.37,4643.53,No
CUST-03748,Female,0,33,No,Fiber optic,Two year,Electronic check,28.42,823.0,No
CUST-03749,Female,0,5,No,DSL,Month-to-month,Mailed check,95.91,429.38,Yes
CUST-03750,Female,1,32,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),83.98,2459.83,No
CUST-03751,Male,0,13,No,No,One year,Credit card (automatic),99.37,1210.37,No
CUST-03752,Male,0,7,No,No,One year,Credit card (automatic),67.13,415.13,No
CUST-03753,Male,1,64,No,DSL,One year,Mailed check,89.4,5484.7,No
CUST-03754,Male,0,64,Yes,DSL,One year,Electronic check,28.03,1558.38,No
CUST-03755,Male,0,19,Yes,DSL,Month-to-month,Credit card (automatic),43.15,785.74,Yes
CUST-03756,Female,0,39,No,DSL,Two year,Bank transfer (automatic),112.57,4075.4,No
CUST-03757,Female,0,33,No,No,Month-to-month,Mailed check,61.27,1727.45,Yes
CUST-03758,Female,1,37,Yes,No,One year,Electronic check,26.02,843.62,No
CUST-03759,Male,0,66,Yes,DSL,Month-to-month,Bank transfer (automatic),103.62,6536.12,No
CUST-03760,Male,0,25,Yes,No,Two year,Bank transfer (automatic),67.53,1652.11,No
CUST-03761,Female,0,11,Yes,Fiber optic,Two year,Bank transfer (automatic),90.29,890.87,No
CUST-03762,Male,0,69,Yes,Fiber optic,Two year,Credit card (automatic),29.81,1794.16,No
CUST-03763,Female,0,72,No,No,Month-to-month,Credit card (automatic),84.49,5387.46,Yes
CUST-03764,Female,1,72,No,DSL,Two year,Credit card (automatic),84.09,5529.51,No
CUST-03765,Female,0,13,Yes,No,One year,Electronic check,56.34,668.61,No
CUST-03766,Female,1,69,No,No,Month-to-month,Electronic check,29.87,1965.5,No
CUST-03767,Male,1,58,Yes,Fiber optic,Two year,Electronic check,119.66,6804.49,No
CUST-03768,Male,0,3,Yes,DSL,One year,Mailed check,77.78,231.09,No
CUST-03769,Male,0,18,No,DSL,Two year,Electronic check,31.75,570.54,No
CUST-03770,Male,1,31,No,No,One year,Electronic check,32.52,987.39,No
CUST-03771,Female,0,6,Yes,DSL,Month-to-month,Bank transfer (automatic),59.98,311.8,No
CUST-03772,Female,1,2,Yes,DSL,Month-to-month,Credit card (automatic),108.47,213.75,Yes
CUST-03773,Female,1,36,No,No,One year,Bank transfer (automatic),57.35,1952.08,No
CUST-03774,Male,0,37,Yes,DSL,Month-to-month,Electronic check,32.03,1044.43,Yes
CUST-03775,Male,0,39,No,DSL,Two year,Mailed check,94.88,3577.78,No
CUST-03776,Female,0,15,No,No,One year,Credit card (automatic),56.09,762.54,No
CUST-03777,Female,0,9,No,No,Two year,Electronic check,23.54,200.13,No
CUST-03778,Female,0,7,Yes,No,Two year,Mailed check,117.79,745.42,No
CUST-03779,Female,0,26,Yes,DSL,One year,Credit card (automatic),25.86,613.43,No
CUST-03780,Female,0,13,Yes,DSL,One year,Electronic check,115.05,1341.04,No
CUST-03781,Male,0,1,Yes,DSL,Two year,Credit card (automatic),48.88,44.39,No
CUST-03782,Male,1,60,No,DSL,Month-to-month,Credit card (automatic),37.13,2024.19,Yes
CUST-03783,Male,0,30,No,No,One year,Bank transfer (automatic),99.62,2856.18,No
CUST-03784,Female,0,18,No,DSL,One year,Electronic check,91.66,1516.06,No
CUST-03785,Female,0,4,No,No,One year,Electronic check,73.58,268.76,No
CUST-03786,Female,0,69,Yes,Fiber optic,One year,Electronic check,115.05,7185.15,No
CUST-03787,Male,0,27,No,DSL,One year,Mailed check,102.62,2573.28,No
CUST-03788,Female,0,8,Yes,DSL,Month-to-month,Electronic check,117.24,849.08,Yes
CUST-03789,Male,0,36,No,Fiber optic,Two year,Mailed check,30.43,955.15,No
CUST-03790,Female,0,53,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),52.28,2470.4,No
CUST-03791,Female,0,16,Yes,Fiber optic,One year,Credit card (automatic),82.13,1155.04,No
CUST-03792,Female,0,60,Yes,DSL,One year,Bank transfer (automatic),116.92,6471.83,No
CUST-03793,Male,1,17,Yes,DSL,Month-to-month,Mailed check,56.78,894.64,Yes
CUST-03794,Male,1,67,No,No,Month-to-month,Credit card (automatic),67.65,4235.4,No
CUST-03795,Female,0,61,Yes,DSL,One year,Electronic check,41.72,2215.15,No
CUST-03796,Male,0,10,No,No,Month-to-month,Credit card (automatic),86.56,747.22,No
CUST-03797,Male,1,70,No,DSL,Month-to-month,Electronic check,68.9,4553.52,No
CUST-03798,Male,0,21,Yes,DSL,One year,Bank transfer (automatic),24.74,499.33,Yes
CUST-03799,Female,1,10,Yes,Fiber optic,Two year,Bank transfer (automatic),60.42,539.35,No
CUST-03800,Female,0,17,No,No,Two year,Mailed check,39.68,581.63,No
CUST-03801,Female,1,48,No,Fiber optic,One year,Electronic check,34.32,1403.49,No
CUST-03802,Female,0,49,Yes,No,Two year,Electronic check,28.52,1393.42,No
CUST-03803,Female,0,37,No,Fiber optic,One year,Credit card (automatic),68.81,2360.3,No
CUST-03804,Female,0,20,No,Fiber optic,One year,Credit card (automatic),55.46,983.8,No
CUST-03805,Male,0,44,Yes,Fiber optic,One year,Electronic check,118.75,5032.28,No
CUST-03806,Male,0,30,Yes,No,Two year,Electronic check,90.38,2635.79,Yes
CUST-03807,Female,0,5,No,No,Month-to-month,Bank transfer (automatic),43.87,213.29,Yes
CUST-03808,Female,1,60,Yes,DSL,Month-to-month,Credit card (automatic),28.66,1484.19,No
CUST-03809,Male,0,2,Yes,DSL,One year,Electronic check,70.57,139.55,No
CUST-03810,Female,0,69,Yes,Fiber optic,Month-to-month,Electronic check,108.18,6544.79,No
CUST-03811,Female,0,63,Yes,No,Two year,Mailed check,43.42,2637.4,No
CUST-03812,Female,0,68,Yes,No,Month-to-month,Bank transfer (automatic),99.4,6017.2,No
CUST-03813,Male,0,31,No,No,Month-to-month,Credit card (automatic),102.79,2939.88,No
CUST-03814,Male,0,59,Yes,Fiber optic,Two year,Bank transfer (automatic),112.16,6461.92,No
CUST-03815,Female,0,67,Yes,No,One year,Bank transfer (automatic),34.29,2198.85,No
CUST-03816,Male,0,3,No,DSL,One year,Mailed check,85.92,222.65,No
CUST-03817,Female,1,67,No,Fiber optic,Month-to-month,Electronic check,94.05,5953.11,No
CUST-03818,Male,1,23,No,DSL,Two year,Mailed check,34.61,745.47,No
CUST-03819,Female,0,71,No,No,Month-to-month,Mailed check,80.47,4932.73,No
CUST-03820,Male,0,5,No,Fiber optic,One year,Bank transfer (automatic),60.73,267.29,No
CUST-03821,Female,1,48,Yes,No,Two year,Electronic check,80.57,3713.53,No
CUST-03822,Male,1,49,No,Fiber optic,Month-to-month,Bank transfer (automatic),79.99,3387.56,No
CUST-03823,Male,0,12,Yes,DSL,Two year,Bank transfer (automatic),44.24,453.79,No
CUST-03824,Male,0,6,No,Fiber optic,Month-to-month,Electronic check,112.53,607.61,Yes
CUST-03825,Female,1,18,Yes,DSL,Month-to-month,Bank transfer (automatic),45.1,770.77,Yes
CUST-03826,Female,0,50,No,Fiber optic,One year,Bank transfer (automatic),57.68,2694.76,No
CUST-03827,Male,0,16,No,No,Two year,Credit card (automatic),103.38,1620.82,No
CUST-03828,Female,0,38,No,Fiber optic,Two year,Electronic check,94.84,3102.14,No
CUST-03829,Male,1,66,No,Fiber optic,Month-to-month,Mailed check,75.65,4748.58,No
CUST-03830,Female,1,53,Yes,DSL,One year,Bank transfer (automatic),38.06,1856.31,No
CUST-03831,Female,0,58,No,No,Month-to-month,Credit card (automatic),108.79,5557.45,No
CUST-03832,Male,1,58,No,Fiber optic,Two year,Mailed check,36.98,1840.63,No
CUST-03833,Male,1,42,Yes,DSL,Two year,Electronic check,26.93,1122.06,No
CUST-03834,Male,0,7,Yes,DSL,Two year,Bank transfer (automatic),38.75,243.02,No
CUST-03835,Female,0,18,Yes,No,Two year,Credit card (automatic),35.19,550.97,No
CUST-03836,Male,0,57,Yes,Fiber optic,Two year,Electronic check,32.07,1822.62,No
CUST-03837,Male,0,1,No,Fiber optic,Month-to-month,Electronic check,100.15,92.18,Yes
CUST-03838,Female,0,8,No,DSL,One year,Bank transfer (automatic),110.96,768.05,No
CUST-03839,Female,0,33,No,DSL,One year,Bank transfer (automatic),99.64,3055.61,Yes
CUST-03840,Male,0,40,Yes,No,Two year,Bank transfer (automatic),81.58,2799.48,No
CUST-03841,Male,0,45,Yes,DSL,Month-to-month,Electronic check,40.62,1736.27,Yes
CUST-03842,Female,0,65,No,No,Month-to-month,Electronic check,61.54,3464.83,No
CUST-03843,Female,0,50,Yes,DSL,One year,Bank transfer (automatic),25.43,1178.9,No
CUST-03844,Male,1,63,No,No,Month-to-month,Bank transfer (automatic),83.45,4517.19,Yes
CUST-03845,Male,0,7,No,DSL,Month-to-month,Electronic check,103.5,690.63,Yes
CUST-03846,Male,1,11,Yes,DSL,One year,Mailed check,54.74,577.19,No
CUST-03847,Male,0,58,Yes,Fiber optic,Two year,Bank transfer (automatic),64.15,3528.36,No
CUST-03848,Male,1,25,No,No,Month-to-month,Credit card (automatic),54.48,1273.0,No
CUST-03849,Male,0,29,Yes,Fiber optic,Month-to-month,Mailed check,94.94,2703.48,No
CUST-03850,Male,0,18,No,Fiber optic,Month-to-month,Bank transfer (automatic),106.75,1758.45,No
CUST-03851,Female,0,14,No,Fiber optic,Month-to-month,Mailed check,99.32,1380.67,No
CUST-03852,Male,1,30,No,DSL,Month-to-month,Mailed check,47.77,1329.81,Yes
CUST-03853,Male,0,42,Yes,No,One year,Mailed check,104.78,4397.12,No
CUST-03854,Female,0,68,Yes,DSL,One year,Credit card (automatic),99.88,6160.0,No
CUST-03855,Male,1,32,No,DSL,Two year,Electronic check,115.13,3492.35,No
CUST-03856,Male,0,28,Yes,Fiber optic,One year,Credit card (automatic),28.64,754.26,No
CUST-03857,Male,0,46,Yes,DSL,Two year,Electronic check,74.37,2985.24,Yes
CUST-03858,Male,1,60,Yes,DSL,One year,Credit card (automatic),99.47,5922.74,No
CUST-03859,Male,0,58,No,No,One year,Credit card (automatic),97.83,5618.26,No
CUST-03860,Female,0,52,No,No,Two year,Mailed check,52.44,2434.33,No
CUST-03861,Female,0,47,Yes,Fiber optic,Month-to-month,Mailed check,67.61,3119.14,Yes
CUST-03862,Male,0,19,No,No,Month-to-month,Bank transfer (automatic),79.35,1503.21,No
CUST-03863,Female,0,24,No,Fiber optic,Two year,Credit card (automatic),107.79,2236.35,No
CUST-03864,Male,0,23,No,DSL,Two year,Credit card (automatic),23.37,496.91,No
CUST-03865,Female,0,66,Yes,DSL,Two year,Electronic check,37.32,2447.61,No
CUST-03866,Male,0,29,No,No,Month-to-month,Electronic check,110.76,3163.86,Yes
CUST-03867,Female,0,27,No,No,One year,Credit card (automatic),39.92,943.6,No
CUST-03868,Male,0,26,Yes,No,One year,Electronic check,42.74,1045.68,No
CUST-03869,Male,0,53,No,DSL,Two year,Electronic check,89.86,4615.94,No
CUST-03870,Male,0,27,No,No,One year,Credit card (automatic),77.11,1883.99,No
CUST-03871,Male,0,9,Yes,DSL,Month-to-month,Electronic check,38.95,338.43,Yes
CUST-03872,Male,0,13,No,Fiber optic,Two year,Bank transfer (automatic),75.33,942.08,No
CUST-03873,Female,0,37,No,Fiber optic,One year,Electronic check,90.26,2985.94,No
CUST-03874,Female,0,28,Yes,No,Two year,Electronic check,110.21,2807.57,No
CUST-03875,Female,0,40,Yes,DSL,One year,Credit card (automatic),44.58,1641.03,No
CUST-03876,Female,0,26,No,DSL,One year,Mailed check,35.42,863.44,No
CUST-03877,Female,0,55,No,DSL,Month-to-month,Electronic check,31.8,1510.39,Yes
CUST-03878,Male,1,45,Yes,Fiber optic,One year,Credit card (automatic),22.57,1006.04,No
CUST-03879,Male,1,40,No,No,Month-to-month,Credit card (automatic),78.81,2969.62,No
CUST-03880,Male,0,62,No,Fiber optic,Two year,Electronic check,88.72,4767.69,No
CUST-03881,Female,1,41,No,DSL,Month-to-month,Credit card (automatic),88.17,3436.56,No
CUST-03882,Female,1,6,Yes,DSL,One year,Electronic check,89.98,466.08,No
CUST-03883,Female,0,62,Yes,Fiber optic,Two year,Credit card (automatic),45.99,2634.08,No
CUST-03884,Female,0,62,Yes,Fiber optic,Month-to-month,Credit card (automatic),24.27,1447.11,No
CUST-03885,Female,0,32,No,Fiber optic,One year,Electronic check,99.18,2769.68,No
CUST-03886,Male,0,53,No,Fiber optic,One year,Mailed check,114.37,5881.05,No
CUST-03887,Male,1,47,No,Fiber optic,Month-to-month,Bank transfer (automatic),51.69,2200.27,Yes
CUST-03888,Male,0,66,No,Fiber optic,Two year,Bank transfer (automatic),41.66,2573.19,No
CUST-03889,Female,1,54,No,DSL,Month-to-month,Bank transfer (automatic),50.65,2694.22,No
CUST-03890,Male,1,65,No,Fiber optic,Month-to-month,Electronic check,52.76,3056.85,No
CUST-03891,Male,1,62,No,No,Two year,Mailed check,50.57,3023.29,No
CUST-03892,Female,0,66,No,No,Two year,Mailed check,95.77,6009.07,No
CUST-03893,Male,0,47,Yes,Fiber optic,One year,Electronic check,63.75,2928.37,No
CUST-03894,Female,0,44,No,Fiber optic,Month-to-month,Mailed check,92.7,4011.44,Yes
CUST-03895,Female,1,72,No,Fiber optic,One year,Credit card (automatic),113.98,7041.04,No
CUST-03896,Male,0,59,Yes,No,Month-to-month,Credit card (automatic),37.4,2083.87,Yes
CUST-03897,Female,0,7,Yes,DSL,Month-to-month,Mailed check,22.19,134.15,No
CUST-03898,Male,0,37,Yes,Fiber optic,One year,Mailed check,111.71,4038.95,No
CUST-03899,Male,0,39,No,Fiber optic,Month-to-month,Mailed check,65.84,2299.12,No
CUST-03900,Male,0,3,Yes,Fiber optic,Two year,Credit card (automatic),51.88,144.86,No
CUST-03901,Female,0,65,No,Fiber optic,One year,Mailed check,48.52,2775.6,No
CUST-03902,Female,0,51,No,No,Month-to-month,Mailed check,20.14,1004.76,No
CUST-03903,Female,1,12,No,No,Month-to-month,Electronic check,115.0,1173.85,Yes
CUST-03904,Male,0,46,Yes,DSL,Two year,Electronic check,28.72,1196.82,No
CUST-03905,Male,0,24,No,DSL,Two year,Electronic check,115.21,2418.2,No
CUST-03906,Male,0,5,Yes,DSL,One year,Bank transfer (automatic),96.71,440.27,No
CUST-03907,Male,1,12,No,Fiber optic,Two year,Bank transfer (automatic),52.89,552.65,No
CUST-03908,Female,0,6,No,No,One year,Electronic check,37.37,223.38,No
CUST-03909,Male,1,71,No,Fiber optic,Two year,Electronic check,90.66,6229.36,No
CUST-03910,Female,1,44,No,No,Month-to-month,Electronic check,110.28,4221.15,Yes
CUST-03911,Female,0,30,Yes,DSL,Month-to-month,Credit card (automatic),102.74,2686.44,No
CUST-03912,Female,0,37,No,DSL,Month-to-month,Mailed check,83.24,2900.41,No
CUST-03913,Male,0,68,No,DSL,One year,Credit card (automatic),79.67,4868.33,Yes
CUST-03914,Female,0,33,Yes,No,One year,Credit card (automatic),32.56,924.96,No
CUST-03915,Female,0,40,No,DSL,One year,Mailed check,59.8,2301.49,No
CUST-03916,Male,0,31,No,No,One year,Credit card (automatic),119.99,3611.31,No
CUST-03917,Female,0,50,No,Fiber optic,Two year,Mailed check,75.12,3581.64,No
CUST-03918,Female,0,7,Yes,Fiber optic,Month-to-month,Credit card (automatic),59.45,357.83,No
CUST-03919,Female,0,58,Yes,Fiber optic,Month-to-month,Bank transfer (automatic),42.18,2079.81,No
CUST-03920,Female,0,39,Yes,Fiber optic,Two year,Mailed check,74.12,2847.21,No
CUST-03921,Female,1,30,Yes,Fiber optic,One year,Bank transfer (automatic),41.3,1184.09,No
CUST-03922,Female,0,29,No,No,Month-to-month,Electronic check,71.7,2069.33,No
CUST-03923,Male,0,65,No,No,One year,Electronic check,93.6,5498.8,No
CUST-03924,Male,0,25,No,No,One year,Bank transfer (automatic),34.22,780.08,No
CUST-03925,Male,1,13,No,DSL,One year,Electronic check,115.36,1336.81,No
CUST-03926,Male,0,50,Yes,DSL,Month-to-month,Electronic check,67.39,3007.97,No
CUST-03927,Male,0,9,Yes,No,Two year,Electronic check,95.45,839.88,No
CUST-03928,Male,0,51,No,DSL,One year,Bank transfer (automatic),48.08,2405.94,No
CUST-03929,Male,0,5,No,DSL,Two year,Credit card (automatic),115.74,544.99,No
CUST-03930,Female,0,13,No,Fiber optic,Two year,Mailed check,79.67,979.07,No
CUST-03931,Female,0,57,No,DSL,One year,Electronic check,73.39,3688.01,No
CUST-03932,Male,0,13,No,No,Two year,Bank transfer (automatic),111.26,1380.81,No
CUST-03933,Female,0,1,Yes,Fiber optic,One year,Bank transfer (automatic),78.2,66.63,Yes
CUST-03934,Male,0,57,Yes,DSL,Two year,Bank transfer (automatic),28.4,1427.83,No
CUST-03935,Female,0,20,Yes,DSL,One year,Electronic check,92.18,1652.08,Yes
CUST-03936,Male,0,59,No,DSL,One year,Mailed check,20.55,1200.12,No
CUST-03937,Female,0,31,No,DSL,Month-to-month,Credit card (automatic),116.44,3443.12,No
CUST-03938,Male,1,5,No,Fiber optic,Two year,Electronic check,25.69,116.92,No
CUST-03939,Male,0,19,Yes,No,Month-to-month,Mailed check,118.89,2104.04,No
CUST-03940,Male,0,5,No,Fiber optic,Month-to-month,Bank transfer (automatic),97.43,417.53,No
CUST-03941,Male,1,2,Yes,DSL,One year,Electronic check,44.91,85.11,Yes
CUST-03942,Female,0,12,No,Fiber optic,Month-to-month,Credit card (automatic),105.96,1129.14,Yes
CUST-03943,Female,1,65,Yes,Fiber optic,Two year,Credit card (automatic),36.51,2323.89,No
CUST-03944,Female,1,56,No,DSL,Month-to-month,Bank transfer (automatic),38.25,1927.19,No
CUST-03945,Male,1,43,Yes,No,Month-to-month,Bank transfer (automatic),23.12,917.17,No
CUST-03946,Female,0,22,No,No,Month-to-month,Bank transfer (automatic),39.02,756.85,Yes
